Key,English,French
PROPITEM_TXT_102176,Christmas Cookie,Cookie de Noël
PROPITEM_TXT_102177,Santa's baker made it especially for him.,Le pâtissier personnel de Santa l'a fait spécialement pour lui.
PROPITEM_TXT_102178,Christmas Gacha Box,Boîte Mystère de Noël
PROPITEM_TXT_102179,A reward found during Christmas Event!,Une récompense trouvée pendant l'événement de Noël !
PROPITEM_TXT_102180,Christmas Costume Box,Boîte de Costume de Noël
PROPITEM_TXT_102181,Giant Thief Santa Reward Box (Rank S),Boîte de Récompense du Géant Père Noël Voleur (Rang S)
PROPITEM_TXT_102182,Giant Thief Santa Reward Box (Rank A),Boîte de Récompense du Géant Père Noël Voleur (Rang A)
PROPITEM_TXT_102183,Giant Thief Santa Reward Box (Rank B),Boîte de Récompense du Géant Père Noël Voleur (Rang B)
PROPITEM_TXT_102184,Giant Thief Santa Reward Box (Rank C),Boîte de Récompense du Géant Père Noël Voleur (Rang C)
PROPITEM_TXT_102185,Giant Thief Santa Reward Box (Rank D),Boîte de Récompense du Géant Père Noël Voleur (Rang D)
PROPITEM_TXT_102186,Giant Thief Santa Reward Box (Rank E),Boîte de Récompense du Géant Père Noël Voleur (Rang E)
PROPITEM_TXT_102187,A special reward for Giant Thief Santa participants. Congratulations!,Une récompense spéciale pour les participants au Géant Père Noël Voleur. Félicitations !
PROPITEM_TXT_102192,Snow ball,Boule de Neige
PROPITEM_TXT_102193,"Snowball collected from the ground, of course.. For the polar bear quest!",Boule de Neige trouvée au sol... Pour la quête de l'Ours Polaire !
PROPITEM_TXT_102194,Carrot,Carotte
PROPITEM_TXT_102195,"That carrot had been stolen by the monsters, and fortunately you got it back, you can take it back to the polar bear.",Cette carotte a été volée par des monstres. Vous l'avez bien heureusement récupérée. Ramenez-la à l'Ours Polaire.
PROPITEM_TXT_102211,Rudolph Axe,Hache de Rudolph
PROPITEM_TXT_102212,Limited weapon skin only available for Christmas!,Apparence d'arme disponible pendant Noël !
PROPITEM_TXT_102213,Rudolph Sword,Épée de Rudolph
PROPITEM_TXT_102214,Rudolph Knuckle,Poing de Rudolph
PROPITEM_TXT_102215,Rudolph Stick,Sceptre de Rudolph
PROPITEM_TXT_102216,Rudolph Bow,Arc de Rudolph
PROPITEM_TXT_102217,Rudolph Yo-Yo,Yo-Yo de Rudolph
PROPITEM_TXT_102218,Rudolph Staff,Bâton de Rudolph
PROPITEM_TXT_102219,Rudolph Wand,Baguette de Rudolph
PROPITEM_TXT_102220,Rudolph Big Axe,Doloire de Rudolph
PROPITEM_TXT_102221,Rudolph Big Sword,Glaive de Rudolph
PROPITEM_TXT_102222,Rudolph Shield,Bouclier de Rudolph
PROPITEM_TXT_102223,Rudolph Weapon Skin Box,Boîte d'Apparences d'Arme de Rudolph
PROPITEM_TXT_102224,Select which Rudolph weapon or shield skin you want to receive!,Choisissez quelle apparence d'arme de Rudolph vous souhaitez recevoir !
PROPITEM_TXT_102259,十年故清欢 Guild Cloak,Cape de la Guilde 十年故清欢
PROPITEM_TXT_102260,Glory Guild Costume Box,Boîte de Tenue de la Guilde de la Gloire
PROPITEM_TXT_102261,Box only for the Glory Guild. Select which item you want to receive!,Seulement pour la Guilde de la Gloire! Choisissez quel objet vous souhaitez recevoir !
PROPITEM_TXT_102262,Glory Guild Suit (F),Habit de la Guilde de la Gloire (F)
PROPITEM_TXT_102263,Glory Guild Suit (M),Habit de la Guilde de la Gloire (M)
PROPITEM_TXT_102188,Discord Event Reward Box,Boîte de Récompense de l'Événement Discord
PROPITEM_TXT_102189,This box contains rewards for the Discord Channel Subscription Event!,Cette boîte contient des récompenses de l'événement Discord !
PROPITEM_TXT_102190,Nero,Nero
PROPITEM_TXT_102191,That sweet little cat likes to eat fish.. Do you have some for him?,Ce petit matou tout mignon aime manger du poisson... Vous en avez ?
PROPITEM_TXT_200004,Wolf & Rabbit 10% Blue Set,Tenue Loup & Lapin Bleue 10%
PROPITEM_TXT_200005,Blue Wolf Hat (M),Chapeau de Loup Bleu (M)
PROPITEM_TXT_200006,Blue Wolf Suit (M),Habit de Loup Bleu (M)
PROPITEM_TXT_200007,Blue Wolf Hands (M),Gants de Loup Bleus (M)
PROPITEM_TXT_200008,Blue Wolf Shoes (M),Chaussures de Loup Bleues (M)
PROPITEM_TXT_200009,Wolf 10% Blue Set (M),Tenue de Loup Bleu 10% (M)
PROPITEM_TXT_200010,The Wolf 10% Blue Set for male characters.,Tenue de Loup Bleue 10% pour garçon.
PROPITEM_TXT_200011,Wolf & Rabbit 8% Green Set,Tenue Loup & Lapin Verte 8%
PROPITEM_TXT_200012,Green Wolf Hat (M),Chapeau de Loup Vert (M)
PROPITEM_TXT_200013,Green Wolf Suit (M),Habit de Loup Vert (M)
PROPITEM_TXT_200014,Green Wolf Hands (M),Gants de Loup Verts (M)
PROPITEM_TXT_200015,Green Wolf Shoes (M),Chaussures de Loup Vertes (M)
PROPITEM_TXT_200016,Wolf 8% Green Set (M),Tenue de Loup Verte 8% (M)
PROPITEM_TXT_200017,The Wolf 8% Green Set for male characters.,Tenue de Loup Verte 8% pour garçon.
PROPITEM_TXT_200018,Wolf & Rabbit 6% Purple Set,Tenue Loup & Lapin Violette 6%
PROPITEM_TXT_200019,Purple Wolf Hat (M),Chapeau de Loup Violet (M)
PROPITEM_TXT_200020,Purple Wolf Suit (M),Habit de Loup Violet (M)
PROPITEM_TXT_200021,Purple Wolf Hands (M),Gants de Loup Violets (M)
PROPITEM_TXT_200022,Purple Wolf Shoes (M),Chaussures de Loup Violettes (M)
PROPITEM_TXT_200023,Wolf 6% Purple Set (M),Tenue de Loup Violette 6% (M)
PROPITEM_TXT_200024,The Wolf 6% Purple Set for male characters.,Tenue de Loup Violette 6% pour garçon.
PROPITEM_TXT_200025,Wolf & Rabbit 4% Yellow Set,Tenue Loup & Lapin Jaune 4%
PROPITEM_TXT_200026,Yellow Wolf Hat (M),Chapeau de Loup Jaune (M)
PROPITEM_TXT_200027,Yellow Wolf Suit (M),Habit de Loup Jaune (M)
PROPITEM_TXT_200028,Yellow Wolf Hands (M),Gants de Loup Jaunes (M)
PROPITEM_TXT_200029,Yellow Wolf Shoes (M),Chaussures de Loup Jaunes (M)
PROPITEM_TXT_200030,Wolf 4% Yellow Set (M),Tenue de Loup Jaune 4% (M)
PROPITEM_TXT_200031,The Wolf 4% Yellow Set for male characters.,Tenue de Loup Jaune 4% pour garçon.
PROPITEM_TXT_200032,Wolf & Rabbit 2% Black Set,Tenue Loup & Lapin Noire 2%
PROPITEM_TXT_200033,Black Wolf Hat (M),Chapeau de Loup Noir (M)
PROPITEM_TXT_200034,Black Wolf Suit (M),Habit de Loup Noir (M)
PROPITEM_TXT_200035,Black Wolf Hands (M),Gants de Loups Noirs (M)
PROPITEM_TXT_200036,Black Wolf Shoes (M),Chaussures de Loup Noires (M)
PROPITEM_TXT_200037,Wolf 2% Black Set (M),Tenue de Loup Noire 2% (M)
PROPITEM_TXT_200038,The Wolf 2% Black Set for male characters.,Tenue de Loup Noire 2% pour garçon.
PROPITEM_TXT_200039,Wolf & Rabbit 2% White Set,Tenue Loup & Lapin Blanche 2%
PROPITEM_TXT_200040,White Wolf Hat (M),Chapeau de Loup Blanc (M)
PROPITEM_TXT_200041,White Wolf Suit (M),Habit de Loup Blanc (M)
PROPITEM_TXT_200042,White Wolf Hands (M),Gants de Loup Blancs (M)
PROPITEM_TXT_200043,White Wolf Shoes (M),Chaussures de Loup Blanches (M)
PROPITEM_TXT_200044,Wolf 2% White Set (M),Tenue de Loup Blanche 2% (M)
PROPITEM_TXT_200045,The Wolf 2% White Set for male characters.,Tenue de Loup Blanche 2% pour garçon.
PROPITEM_TXT_200046,Blue Rabbit Hat (F),Chapeau de Lapin Bleu (F)
PROPITEM_TXT_200047,Blue Rabbit Suit (F),Habit de Lapin Bleu (F)
PROPITEM_TXT_200048,Blue Rabbit Hands (F),Gants de Lapin Bleus (F)
PROPITEM_TXT_200049,Blue Rabbit Shoes (F),Chaussures de Lapin Bleues (F)
PROPITEM_TXT_200050,Rabbit 10% Blue Set (F),Tenue de Lapin Bleue 10% (F)
PROPITEM_TXT_200051,The Rabbit 10% Blue Set for female characters.,Tenue de Lapin Bleue pour fille.
PROPITEM_TXT_200052,Green Rabbit Hat (F),Chapeau de Lapin Vert (F)
PROPITEM_TXT_200053,Green Rabbit Suit (F),Habit de Lapin Vert (F)
PROPITEM_TXT_200054,Green Rabbit Hands (F),Gants de Lapin Verts (F)
PROPITEM_TXT_200055,Green Rabbit Shoes (F),Chaussures de Lapin Vertes (F)
PROPITEM_TXT_200056,Rabbit 8% Green Set (F),Tenue de Lapin Verte 8% (F)
PROPITEM_TXT_200057,The Rabbit 8% Green Set for female characters.,Tenue de Lapin Verte 8% pour fille.
PROPITEM_TXT_200058,Purple Rabbit Hat (F),Chapeau de Lapin Violet (F)
PROPITEM_TXT_200059,Purple Rabbit Suit (F),Habit de Lapin Violet (F)
PROPITEM_TXT_200060,Purple Rabbit Hands (F),Gants de Lapin Violets (F)
PROPITEM_TXT_200061,Purple Rabbit Shoes (F),Chaussures de Lapin Violettes (F)
PROPITEM_TXT_200062,Rabbit 6% Purple Set (F),Tenue de Lapin Violette 6% (F)
PROPITEM_TXT_200063,The Rabbit 6% Purple Set for female characters.,Tenue de Lapin Violette 6% pour fille.
PROPITEM_TXT_200064,Yellow Rabbit Hat (F),Chapeau de Lapin Jaune (F)
PROPITEM_TXT_200065,Yellow Rabbit Suit (F),Habit de Lapin Jaune (F)
PROPITEM_TXT_200066,Yellow Rabbit Hands (F),Gants de Lapin Jaunes (F)
PROPITEM_TXT_200067,Yellow Rabbit Shoes (F),Chaussures de Lapin Jaunes (F)
PROPITEM_TXT_200068,Rabbit 4% Yellow Set (F),Tenue de Lapin Jaune 4% (F)
PROPITEM_TXT_200069,The Rabbit 4% Yellow Set for female characters.,Tenue de Lapin Jaune 4% pour fille.
PROPITEM_TXT_200070,Black Rabbit Hat (F),Chapeau de Lapin Noir (F)
PROPITEM_TXT_200071,Black Rabbit Suit (F),Habit de Lapin Noir (F)
PROPITEM_TXT_200072,Black Rabbit Hands (F),Gants de Lapin Noirs (F)
PROPITEM_TXT_200073,Black Rabbit Shoes (F),Chaussures de Lapin Noires (F)
PROPITEM_TXT_200074,Rabbit 2% Black Set (F),Tenue de Lapin Noire 2% (F)
PROPITEM_TXT_200075,The Rabbit 2% Black Set for female characters,Tenue de Lapin Noire 2% pour fille.
PROPITEM_TXT_200076,White Rabbit Hat (F),Chapeau de Lapin Blanc (F)
PROPITEM_TXT_200077,White Rabbit Suit (F),Habit de Lapin Blanc (F)
PROPITEM_TXT_200078,White Rabbit Hands (F),Gants de Lapin Blancs (F)
PROPITEM_TXT_200079,White Rabbit Shoes (F),Chaussures de Lapin Blanches (F)
PROPITEM_TXT_200080,Rabbit 2% White Set (F),Tenue de Lapin Blanche 2% (F)
PROPITEM_TXT_200081,The Rabbit 2% White Set for female characters.,Tenue de Lapin Blanche 2% pour fille.
PROPITEM_TXT_200082,Wolf & Rabbit Costume Lucky Box,Boîte Mystère de Tenue de Loup & Lapin
PROPITEM_TXT_200083,This box contains a Whole & Rabbit Set with Speed bonus. You can select your gender after opening the Lucky Box.,Cette boîte contient un ensemble Tenue de Loup & Lapin avec un bonus de vitesse de déplacement. Vous pourrez sélectionner le genre du costume en ouvrant la boîte.
PROPITEM_TXT_013498,Mistletoe Set (M),Tenue de Noël (G)
PROPITEM_TXT_013499,Celebrate the Holiday Spirit in style. Perhaps you'll get a kiss from the one you love!,Célébrez l'esprit de Noël avec classe. Vous recevrez peut-être un baiser de la personne que vous aimez !
PROPITEM_TXT_013500,Mistletoe Set (F),Tenue de Noël (F)
PROPITEM_TXT_200084,Christmas Scroll Package,Paquet de Parchemins de Noël
PROPITEM_TXT_200085,"A package containing 15 Upcut Stone, 15 Vital Drink X or Refresher Hold, 20 Scroll of Return and a Christmas Costume Select Box. All items are also linked.","Paquet qui contient 15 Pierres Mars, 15 Boissons Énergétiques X ou Fioles de Mana X, 20 Parchemins de Retour en Ville et une Boîte de Tenue de Noël. Tous les objets sont liés."
PROPITEM_TXT_200086,Christmas Smelting Scroll Package A,Boîte de Parchemins de Fusion de Noël A
PROPITEM_TXT_200087,"A package containing 25 Scroll of SProtect, 25 Scroll of Weapon Bonus and a Christmas Costume Select Box. All items are also linked.","Paquet qui contient 25 Parchemins SProtect, 25 Parchemins de Bonus d'Arme et une Boîte de Tenue de Noël. Tous les objets sont liés."
PROPITEM_TXT_200088,Christmas Smelting Scroll Package B,Boîte de Parchemins de Fusion de Noël B
PROPITEM_TXT_200089,"A package containing 25 Scroll of GProtect, 45 Scroll of AProtect and a Christmas Costume Select Box. All items are also linked. ","Paquet qui contient 25 Parchemins GProtect, 45 Parchemins AProtect et une Boîte de Tenue de Noël. Tous les objets sont liés."
PROPITEM_TXT_200090,Christmas Costume Select Box,Boîte de Tenue de Noël
PROPITEM_TXT_200091,Merry Christmas! Choose the set you want and be proud to show it to the world! ,Joyeux Noël ! Choisissez la tenue que vous souhaitez recevoir et montrez la fièrement au monde entier !
PROPITEM_TXT_200092,Snowman Sword,Epée de Bonhomme de Neige
PROPITEM_TXT_200093,Snowman Axe,Hache de Bonhomme de Neige
PROPITEM_TXT_200094,Snowman Knuckle,Poing de Bonhomme de Neige
PROPITEM_TXT_200095,Snowman Bow,Arc de Bonhomme de Neige
PROPITEM_TXT_200096,Snowman Stick,Sceptre de Bonhomme de Neige
PROPITEM_TXT_200097,Snowman Yo-Yo,Yo-Yo de Bonhomme de Neige
PROPITEM_TXT_200098,Snowman Staff,Bâton de Bonhomme de Neige
PROPITEM_TXT_200099,Snowman Wand,Baguette de Bonhomme de Neige
PROPITEM_TXT_200100,Snowman Big Axe,Doloire de Bonhomme de Neige
PROPITEM_TXT_200101,Snowman Big Sword,Glaive de Bonhomme de Neige
PROPITEM_TXT_200102,Snowman Shield,Bouclier de Bonhomme de Neige
PROPITEM_TXT_200103,Rudolph Hair Band,Bandeau à Cheveux de Rudolph
PROPITEM_TXT_200104,"Be sure that with this hairband on your head, people will envy you!","Avec ce bandeau sur les cheveux, votre cote de popularité va monter en flèche !"
PROPITEM_TXT_200105,Santa Boat,Bateau de Père Noël
PROPITEM_TXT_200106,Now you can assist Santa on the delivery of gifts!,Vous êtes fin prêt à aider le Père Noël dans la livraison de cadeaux !
PROPITEM_TXT_200107,Snowman Weapon Skin Box,Boîte d'Apparences d'Arme de Bonhomme de Neige
PROPITEM_TXT_200108,Select which Snowman weapon or shield skin you want to receive!,Choisissez quelles arme ou bouclier de Bonhomme de Neige vous souhaitez recevoir !
PROPITEM_TXT_200140,Elixir Box,Boîte d'Elixirs
PROPITEM_TXT_200141,Select which Elixir you want to receive!,Choisissez quel Elixir vous souhaitez recevoir !
PROPITEM_TXT_200142,Cracker Box,Boîte de Fusées
PROPITEM_TXT_200143,Select which Cracker you want to receive!,Choisissez quelle Fusée vous souhaitez recevoir !
PROPITEM_TXT_200144,Gold Lucky Box,Boîte Mystère en Or
PROPITEM_TXT_200145,"Contains several useful items for the average adventurer including Scrolls of Amplification ES, Upcut Stones and Vital Drink X or Refresher Hold select box.","Contient plusieurs objets utiles pour l'aventurier moyen tels que des Parchemins Spéciaux d'Amplification, des Pierres Mars, des Boissons Énergétiques X ou des Fioles de Mana X."
PROPITEM_TXT_200146,Silver Lucky Box,Boîte Mystère en Argent
PROPITEM_TXT_200147,"Contains several useful items for the average adventurer including Scrolls of Amplification ES, Flask box and Vital Drink X or Refresher Hold select box.","Contient plusieurs objets utiles pour l'aventurier moyen tels que des Parchemins Spéciaux d'Amplification, Boîte de Flasques et des Boissons Énergétiques X ou Fioles de Mana X."
PROPITEM_TXT_200148,Bronze Lucky Box,Boîte Mystère en Bronze
PROPITEM_TXT_200149,"Contains several useful items for the average adventurer including Bull Hamstern, Elixir box and Scrolls of Velocity.","Contient plusieurs objets utiles pour l'aventurier moyen tels que des Hamburgers, Boîte d'Elixirs et des Parchemins de Vivacité."
PROPITEM_TXT_200150,$250 Golden Ticket,Ticket en Or - 250$
PROPITEM_TXT_200151,Congratulations! Winning this item will earn you a real $250.00 gift card at the end of the Lottery Wheel event!,Félicitations ! Ce ticket est échangeable contre une carte cadeau de 250$ à la fin de l'événement Roue de la Loterie !
PROPITEM_TXT_200152,Lottery Coin,Jeton de Loterie
PROPITEM_TXT_200153,This item allows you to spin the Lottery Wheel! Get enough and let's go! Double click on it to open the lottery window!,Ce jeton vous permet de faire tourner la Roue de la Loterie ! Accumulez-en et en avant la chance ! Double-cliquez dessus pour ouvrir la fenêtre de loterie !
PROPITEM_TXT_200154,5000 fCoins,5000 fCoins
PROPITEM_TXT_200155,Win this reward and you'll automatically get free bonus fCoins to spend in the shop!,Avec cette récompense vous recevrez automatiquement des fCoins bonus à dépenser dans la boutique !
PROPITEM_TXT_200156,3000 fCoins,3000 fCoins
PROPITEM_TXT_200167,2023 New Year Costume Select Box,Boîte de Tenue du Nouvel An 2023
PROPITEM_TXT_200168,2023 New Year Hat (M),Chapeau du Nouvel An 2023 (M)
PROPITEM_TXT_200169,2023 New Year Suit (M),Habit du Nouvel An 2023 (M)
PROPITEM_TXT_200170,2023 New Year Boots (M),Chaussures du Nouvel An 2023 (M)
PROPITEM_TXT_200171,2023 New Year Costume (M),Tenue du Nouvel An 2023 (M)
PROPITEM_TXT_200172,You can finally parade with this beautiful costume!,Vous pouvez enfin parader autant que vous le souhaitez avec cette magnifique tenue !
PROPITEM_TXT_200174,2023 New Year Suit (F),Habit du Nouvel An 2023 (F)
PROPITEM_TXT_200175,2023 New Year Boots (F),Chaussures du Nouvel An 2023 (F)
PROPITEM_TXT_200176,2023 New Year Costume (F),Tenue du Nouvel An 2023 (F)
PROPITEM_TXT_200184,Blue Winter Pixie,Fée de l'Hiver Bleue
PROPITEM_TXT_200185,"This pretty little pixie will follow you into your dreams, so treat her well!","Cette petite fée toute mignone vous suivra jusque dans vos rêves, donc traitez la avec bienveillance !"
PROPITEM_TXT_200186,Green Winter Pixie,Fée de l'Hiver Verte
PROPITEM_TXT_200187,Purple Winter Pixie,Fée de l'Hiver Violette
PROPITEM_TXT_200188,Cyan Winter Pixie,Fée de l'Hiver Cyan
PROPITEM_TXT_200189,Black Winter Pixie,Fée de l'Hiver Noire
PROPITEM_TXT_200190,White Winter Pixie,Fée de l'Hiver Blanche
PROPITEM_TXT_200191,Winter Wizard 10% Blue Set,Tenue de Sorcier de l'Hiver Bleue 10%
PROPITEM_TXT_200192,Winter Wizard Blue Hat (M),Chapeau de Sorcier de l'Hiver Bleu (M)
PROPITEM_TXT_200193,Winter Wizard Blue Suit (M),Habit de Sorcier de l'Hiver Bleu (M)
PROPITEM_TXT_200194,Winter Wizard Blue Hands (M),Gants de Sorcier de l'Hiver Bleus (M)
PROPITEM_TXT_200195,Winter Wizard Blue Shoes (M),Chaussures de Sorcier de l'Hiver Bleues (M)
PROPITEM_TXT_200196,Winter Wizard Blue Backpack,Sac à Dos de Sorcier de l'Hiver Bleu
PROPITEM_TXT_200197,Winter Wizard Blue Glasses,Lunettes de Sorcier de l'Hiver Bleues
PROPITEM_TXT_200198,Winter Wizard 10% Blue Set (M),Tenue de Sorcier de l'Hiver Bleue 10% (M)
PROPITEM_TXT_200199,The Winter Wizard 10% Blue Set for male characters,Tenue de Sorcier de l'Hiver Bleue 10% pour garçon.
PROPITEM_TXT_200200,Winter Wizard Blue Hat (F),Chapeau de Sorcier de l'Hiver Bleu (F)
PROPITEM_TXT_200201,Winter Wizard Blue Suit (F),Habit de Sorcier de l'Hiver Bleu (F)
PROPITEM_TXT_200202,Winter Wizard Blue Hands (F),Gants de Sorcier de l'Hiver Bleus (F)
PROPITEM_TXT_200203,Winter Wizard Blue Shoes (F),Chaussures de Sorcier de l'Hiver Bleues (F)
PROPITEM_TXT_200204,Winter Wizard 10% Blue Set (F),Tenue de Sorcier de l'Hiver Bleue 10% (F)
PROPITEM_TXT_200205,The Winter Wizard 10% Blue Set for female characters,Tenue de Sorcier de l'Hiver Bleue 10% pour fille.
PROPITEM_TXT_200206,Winter Wizard 8% Green Set,Tenue de Sorcier de l'Hiver Verte 8%
PROPITEM_TXT_200207,Winter Wizard Green Hat (M),Chapeau de Sorcier de l'Hiver Vert (M)
PROPITEM_TXT_200208,Winter Wizard Green Suit (M),Habit de Sorcier de l'Hiver Vert (M)
