Key,English,Italian
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s vuole unirsi al tuo gruppo. Accetti?
UI_GUILD_SEARCHNOTICE,Search Notice,Avviso di Cerca
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,Imposta l'avviso nella Cerca della Gilda.
UI_DAMAGEMETER_RESET,Reset Damage Statistics,Reimposta Statistiche Danni
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,Statistiche Danni %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,Volo: No
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,Mostra/nascondi Statistiche Danni
UI_SHOP_QUICK_SELL,Quick Sell,Vendita Rapida
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,Vendi rapidamente una categoria di oggetti.
UI_SHOP_BUY_BACK,Buy Back,Riacquisto
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,Riacquista gli oggetti che hai venduto per errore di recente.
UI_SHOP_QUICK_SELL_CONFIRM,Sell,Vendi
UI_SHOP_QUICK_SELL_TOTAL,Total:,Totale:
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,Non Comune e Inferiore
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,Raro e Inferiore
UI_SHOP_QUICK_SELL_FOOD,Food,Cibo
UI_SHOP_QUICK_SELL_POTION,Potion,Pozione
UI_SHOP_BACK_TITLE,Buy back item,Riacquista oggetto
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,Vuoi riacquistare l'oggetto per %s penya?
UI_TOOLTIP_BOWRANGE,Bow Range,Gamma di Arco
UI_TOOLTIP_SKILLUP,Skill Damage,Danno Abilità
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,Danno Abilità 1v1
UI_TOOLTIP_HEALUP,Healing,Guarigione
UI_TOOLTIP_SKILLRANGE,Skill Range,Gamma di Abilità
UI_MAP_MENU,Menu,Menu
UI_MAP_MENU_TIP,Hide/Show the menu,Nascondi/Mostra il menu
UI_TOOLTIP_RESTOREUP,HP Restoration,HP Ripristino
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,Fotogrammi per Secondo
UI_OPTION_FRAMERATE_SYNC,VSync,VSync
UI_WORLD_FLY_EQUIP,Fly,Vola
UI_WORLD_FLY_UNEQUIP,Land,Atterra
UI_WORLD_PARTY,Party x%d,Gruppo x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,Missione
UI_INPUT_NUMBER,Input a number,Inserisci un numero
UI_SKILL_CLOSED,Closed,Chiuso
UI_SKILL_POINT_COST,Point Cost,Costo in punti
UI_SKILL_ADD_COMBO,Add to Combo,Aggiungi alla combo
UI_SKILL_COMBO,Combo Bar,Barra Combo
UI_CASHSHOP_PENYA_ONLY,Penya Only,Solo Penya
UI_CASHSHOP_PENYA,Penya,Penya
UI_CASHSHOP_PENYA_VIP,Penya (VIP),Penya (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,Questo oggetto #bnon può essere scambiato o venduto#nb.
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,Questo acquisto #bnon è un oggetto#nb.
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,Resistenza Critica
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,Riduzione Danni PvP
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,Riduzione Danni PvE
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,Resistenza Magica
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,Danni PvP
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,Danni PvE
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Danni Asalraalaikum
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,Numero di vite: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,Annulla Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,Confermi la rimozione del Buff #b%s#nb? Non è possibile annullare questa azione.
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),Danno Riflesso: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),Probabilità di Stordimento (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),Probabilità di Stordimento (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,Probabilità di Avvelenamento
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,Probabilità di Rubare HP
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Probabilità di Rubare MP
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Probabilità di Rubare FP
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,Probabilità di Sanguinamento
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,Membri del Gruppo HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,DoT Tick: %s Secondi
UI_TOOLTIP_MAXHIT,Max Targets: %d,Bersagli massimi: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Bersagli massimi: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,Negozio
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,Apri un Negozio Personale
UI_PRIVATE_SHOP_VENDOR,Vendor,Venditore
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,Crea un venditore che venderà i tuoi oggetti per te
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,Vuoi creare un venditore?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,Skin negozio venditore:
UI_TIMEINFO_TITLE,Info,Info
UI_TIMEINFO_SERVER,Current Server,Server Attuale
UI_TIMEINFO_TIME,Current Time,Ora Attuale
UI_TIMEINFO_CONNECTION,Connection Time,Ora di Connessione
UI_TIMEINFO_SESSION,Session Duration,Durata della Sessione
UI_CHAT_TITLE,Chat,Chat
UI_CHAT_FILTERS,Filters,Filtri
UI_CHAT_VIEW_LANGUAGES,View Languages,Visualizza Lingue
UI_CHAT_YOUR_LANGUAGE,Your Language,La tua Lingua
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,Converti Legato all'Anima
UI_INVENTORY_PUTCHAT,Link in Chat,Link nella chat
UI_INVENTORY_LOCK,Mark Favorite,Aggiungi ai Preferiti
UI_INVENTORY_UNLOCK,Unmark Favorite,Rimuovi dai Preferiti
UI_APP_EXTRABAG_TIP,Opens a second view of your inventory.,Apre una seconda vista del tuo inventario.
UI_INVENTORY_TAB_ALL,All,Tutto
UI_INVENTORY_TAB_GENERAL,General,Generale
UI_INVENTORY_TAB_PET,Pet,Animale Domestico
UI_INVENTORY_TAB_CLOTH,Cloth,Tessuto
UI_INVENTORY_TAB_QUEST,Quest,Missione
UI_INVENTORY_DROP,Drop,Rilascia
UI_INVENTORY_DELETE_BTN,Delete,Elimina
UI_INVENTORY_ACTION_USE,Use,Usa
UI_INVENTORY_ACTION_EQUIP,Equip,Equipaggia
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,Non vendibile agli NPC.
UI_UPGRADE_PROB,Success: #b%s#nb,Successo: #b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,Shader Avanzati
UI_OPTION_BLOOM,Bloom,Bloom
UI_OPTION_DOF,Depth of Field,Profondità di Campo
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,Luce Volumetrica
UI_OPTION_WATERQUALITY,Water Quality,Qualità dell'Acqua
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,Modifica la qualità e la risoluzione del riflesso.
UI_OPTION_BLOOMQUALITY,Bloom Quality,Qualità dell'Effetto Bloom
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,Modifica la dimensione e l'intensità dell'effetto bloom.
UI_OPTION_COLORBLIND,Colorblind Mode,Modalità Daltonismo
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,Modifica la modalità del filtro per il daltonismo.
UI_OPTION_CAMERAFOCUS,Camera Focus,Messa a Fuoco della Camera
UI_OPTION_CAMERAFOCUSINFO,Toggles the automatic camera zoom and focus when interacting with objects and NPCs.,Attiva/disattiva lo zoom automatico e la messa a fuoco della telecamera quando si interagisce con oggetti e NPC.
UI_MESSAGE_TIME,%s Ago,%s fa
UI_MESSAGE_CLEAR,Clear messages,Messaggi chiari
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,Gestisci i tuoi messaggi
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[Prima delle modifiche alle statistiche]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[Dopo le modifiche alle statistiche]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,Da Statistiche:
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,Da Buff e Equipaggiamento:
UI_WORLD_COMBO,COMBO,COMBO
UI_BOUNTYINPUT_TITLE,Register Bounty,Registra Taglia
UI_BOUNTYINPUT_HEADER,"Are you sure you want to register a bounty? (It will be visible in the bounty list, min. reward %s Penya)","Sei sicuro di voler registrare una taglia? (Sarà visibile nell'elenco delle taglie, ricompensa minima %s Penya)"
UI_BOUNTYINPUT_CONFIRM,Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? This cannot be undone.,Sei sicuro di voler registrare una taglia di #b%s Penya#nb su #b%s#nb? Questa operazione non può essere annullata.
UI_BOUNTYINPUT_REGISTER,Register,Registra
UI_BOUNTYINPUT_FEE,+ %s%% Fee,+ %s%% Commissione
UI_BOUNTYINPUT_TOTAL,%s Penya,%s Penya
UI_BOUNTYINPUT_LABEL_NAME,Bounty,Taglia
UI_BOUNTYINPUT_LABEL_DURATION,Duration,Durata
UI_BOUNTYINPUT_LABEL_REWARD,Reward,Premio
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Totale
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,Commento
UI_BOUNTYLIST_TITLE,Bounty List,Elenco Taglie
UI_BOUNTYLIST_HEADER_NAME,Name,Nome
UI_BOUNTYLIST_HEADER_LEVEL,Level,Livello
UI_BOUNTYLIST_HEADER_REWARD,Reward,Premio
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,Tempo rimanente
UI_BOUNTYLIST_HEADER_COMMENT,Comment,Commento
UI_BOUNTYPOS_TITLE,Bounty Position,Posizione della Taglia
UI_BOUNTYPOS_FEE,Are you sure you want to pay %s Penya to see %s's position?,Sei sicuro di voler pagare %s Penya per vedere la posizione di %s?
UI_APP_GACHA_TIP,Displays the Gacha Menu.,Visualizza il Menu Gacha.
UI_GACHA_TITLE,Gacha,Gacha
UI_GACHA_OPEN,Open,Apri
UI_GACHA_QUANTITY_MAX,Max,Max
UI_GACHA_RESET,Reset,Reimposta
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.","Trascina e rilascia un pacchetto oggetti, una confezione regalo, una confezione gacha o un pacchetto alloggiamento nello slot oggetti."
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,All'apertura del pacchetto riceverai #btutti#nb gli oggetti elencati di seguito. Puoi aprire più pacchetti di seguito.
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,Quando apri la scatola riceverai #buno#nb degli oggetti elencati di seguito in base alle probabilità. Puoi aprire più scatole di seguito.
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,"Quando apri il gacha riceverai #buno#nb degli oggetti elencati di seguito. Una volta ricevuto un oggetto, questo verrà rimosso dal gacha. Puoi aprire diversi gacha di fila. Se apri un numero sufficiente di gacha, avrai la #bgaranzia#nb di ottenere #btutti#nb gli oggetti elencati di seguito. Il gacha verrà quindi reinizializzato."
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,"Se lo desideri, puoi anche #bripristinare volontariamente il gacha#nb a partire da %d aperture."
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.","Se lo desideri, puoi anche #bripristinare volontariamente il gacha#nb a partire da %d aperture, per un tempo massimo di %d."
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,"Quando apri il gacha riceverai #buno#nb degli oggetti elencati di seguito. Una volta ricevuto un oggetto, questo verrà rimosso dal gacha. Puoi aprire diversi gacha di fila. Questa scatola è condivisa tra #btutti i giocatori#nb e l'ultimo ad aprirla riceverà l'oggetto sottostante. Il gacha verrà quindi reinizializzato."
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,"Per ulteriori informazioni, consulta le nostre Condizioni Generali di Vendita nel Cash Shop."
UI_GACHA_LASTITEM,Last item,Ultimo oggetto
UI_GACHA_PREVIEW,PREVIEW,ANTEPRIMA
UI_GACHA_SOLDOUT,Sold out,Esaurito
UI_WELCOME_MSG,Welcome to the world of		\nFlyff Online!,Benvenuto nel mondo di		\nFlyff Online!
UI_WELCOME_BTN,Let's go!,Andiamo!
UI_TUTORIAL_MSG,Do you want the tutorial?,Vuoi il tutorial?
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,Danni In Arrivo
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,Ridirezione Danni
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,Guarigione In Arrivo
UI_TOOLTIP_ELEMENT,Element: %s,Elemento: %s
UI_APP_BOT_TIP,Bot Simulation,Simulazione Bot
UI_TOOLTIP_DST_EXP,Monster Exp,Exp del Mostro
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,Tasso Rilascio Oggetti
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,Recupero FP Attacco Automatico
UI_TOOLTIP_DST_AUTOHP,HP Recovery %d%% Below %d%%,Recupero HP %d%% inferiore a %d%%
UI_OPTION_MYNAME,My Name,Mio Nome
UI_OPTION_OTHERNAME,Others Name,Altri Nome
UI_OPTION_NPCNAME,NPCs Name,Nome NPC
UI_TOOLTIP_DST_RECOVERY_EXP,Exp Lost,Exp Persa
UI_GUILD_NAME_COLOR,Guild Name Color,Colore Nome Gilda
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,Colpo Spirito
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,Ruba FP
UI_OPTION_PROVISIONAL_HP,HP Bar Damage History,Cronologia Danni Barra HP
UI_TOOLTIP_DST_SKILL_AWAKE,%s Damage+%d%%,%s Danni+%d%%
UI_LEVELDOWN_CANCEL_TITLE,Remove Level Reduction,Rimuovi Riduzione Livello
UI_MSGBOX_CONFIRM,Confirm,Conferma
UI_CHANGECHAR_TITLE,Change Character,Cambia Personaggio
UI_CHANGECHAR_MSG,Select character and channel:,Seleziona personaggio e canale:
UI_CHARINFO_EXPRATE,Exp Rate,Tasso Exp
UI_CHARINFO_EXPRATE_TIP,Your personal Exp rate. Does not include server and event rates.,Il tuo tasso Exp personale. Non include i tassi del server e degli eventi.
UI_TOOLTIP_ITEM_BINDING,Binding,Legame
UI_TOOLTIP_ITEM_BINDING_DESC,This material makes the target item Soul-Bound.,Questo materiale rende l'oggetto bersaglio Legato all'Anima.
UI_BINDING_NOTICE,#cffff0000This operation will bind the item to your character. You can cancel with a Scroll of Unbinding.#nc,#cffff0000Questa operazione legherà l'oggetto al tuo personaggio. Puoi annullarla con una Pergamena di Scioglimento.#nc
UI_BINDING_MESSAGE,This item is now bound to your character.,Questo oggetto è ora legato al tuo personaggio.
UI_TOOLTIP_ITEM_BOUND,[Soul-Bound],[Legato all'Anima]
UI_TOOLTIP_ITEM_BOUND_DESC,Can be unbound.,Può essere slegato.
UI_BINDING_TITLE,Binding,Legame
UI_BINDING_CONFIRM,Do you want to continue?,Vuoi continuare?
UI_UNBINDING_TITLE,Unbinding,Scioglimento
UI_UNBINDING_MSG_TITLE,Confirm Unbinding,Conferma Scioglimento
UI_UNBINDING_MSG,Do you confirm the removal of #ball item improvements#nb to unbind the item?,Confermi rimozione #btutti potenziamenti#nb per slegamento?
UI_UNBINDING_LABEL,Place an item in the slot below:,Inserisci un oggetto nello slot sottostante:
UI_ELEMENT_CHANGE_SLOT,Place an item here to change it's elemental attribute.,Inserisci qui un oggetto per modificarne l'attributo elementale.
UI_ELEMENT_CHANGE_TIP,Change to %s Element,Cambia in elemento %s
UI_EXPSTOP_RELOAD,Reload,Ricarica
UI_EXPSTOP_BTN,Lock Exp,Blocco Exp
UI_EXPSTOP_BTN_TIP,Stop gaining experience from killed monsters. You still get experience from quests.,Smetti di guadagnare esperienza dai mostri uccisi. Continuerai comunque a guadagnare esperienza dalle missioni.
UI_EXPSTOP_RELOAD_TITLE,Exp Lock Reload,Ricarica Blocco Exp
UI_EXPSTOP_RELOAD_MSG,"You can stop gaining experience, the price is #b%d Penya#nb per monster killed to reload the gauge. How many monsters do you want to kill?","Puoi smettere di guadagnare esperienza, il prezzo è #b%d Penya#nb per ogni mostro ucciso per ricaricare l'indicatore. Quanti mostri vuoi uccidere?"
UI_EXPSTOP_RELOAD_LABEL,Monsters:,Mostri:
UI_EXPSTOP_RELOAD_CONFIRM,Will you pay %s Penya to reload the Exp Lock gauge?,Pagherai %s Penya per ricaricare l'indicatore Blocco Exp?
UI_ARENA_RANKING_TITLE,Arena Ranking,Classifica Arena
UI_ARENA_RANKING_NAME,Name,Nome
UI_ARENA_RANKING_LEVEL,Level,Livello
UI_ARENA_RANKING_JOB,Job,Lavoro
UI_ARENA_RANKING_KILLS,Kills,Uccisioni
UI_ARENA_RANKING_DEATHS,Deaths,Morti
UI_ARENA_RANKING_RATIO,Ratio,Rapporto
UI_ARENA_RANKING_DIFF,Difference,Differenza
UI_ARENA_RANKING_PERFECT,Perfect,Perfetto
UI_ARENA_RANKING_LASTUPDATE,Last update:,Ultimo aggiornamento:
UI_ARENA_RANKING_RANK,Your rank:,Il tuo grado:
UI_ARENA_RANKING_NORANK,not ranked,non classificato
UI_ARENA_REWARD_TITLE,Arena Reward,Ricompensa Arena
UI_ARENA_REWARD_DESCHDR,Description,Descrizione
UI_ARENA_REWARD_DESC,Fight other players in the arena and win in order to move up in the ranking.\nThe ranking will reset each week and the players at the top will earn rewards.,Combatti contro altri giocatori nell'arena e vinci per scalare la classifica.\nLa classifica verrà azzerata ogni settimana e i giocatori ai primi posti riceveranno dei premi.
UI_ARENA_REWARD_PRIZEHDR,Prize Details,Dettagli del Premio
UI_ARENA_REWARD_RESETHDR,Next reset,Prossimo ripristino
UI_PARTY_MINLEVEL,Min Level,Livello Min
UI_PARTY_MINLEVEL_TIP,Minimum party member level required to receive experience.,Livello minimo richiesto ai membri del gruppo per ricevere esperienza.
UI_PARTY_MINLEVEL_VAL_M,%d #i(Affected by master player)#ni,%d #i(Influenzato dal giocatore maestro) #ni
UI_PARTY_EXPBONUS,Exp Bonus,Exp Bonus
UI_PARTY_EXPBONUS_TIP,"Experience Bonus that you get with the Party. Active members are those who participate in the current combat. Contribution includes attacking, healing and tanking.","BonusEsperienza che ottieni con il gruppo. I membri attivi sono quelli che partecipano al combattimento in corso. Il contributo include attacchi, cure e tanking."
UI_PARTY_EXPBONUS_ACTIVE,x Active,x Attivo
UI_TOOLTIP_BLESSING_WARNING,Blessed items cannot be dropped or traded.,Gli oggetti benedetti non possono essere lasciati cadere né scambiati.
UI_TOOLTIP_BLESSING,Goddess Blessing,Benedizione della Dea
UI_OPTION_ONECLICKATTACK,Single Click to Attack,Attacco con un Solo Clic
UI_GEM_CREATE,Extract,Estratto
UI_COMBATPOWER_RANKING_TITLE,Combat Power Ranking,Classifica Potenza di Combattimento
UI_ACHIEVEMENT_REMAINING,Remaining: %d / %d,Rimanente: %d / %d
UI_ACHIEVEMENT_SOLDOUT,Sold out,Esaurito
UI_SHININGDICE_UPGRADE,Power Dice 4/6/12,Dado di Potenza 4/6/12
UI_SHININGDICE_PIERCING,Power Dice 8/10,Dado di Potenza 8/10
UI_CRAFTPETCANDY_MAT,Harvested Berry,Bacche Raccolte
UI_CRAFTPETCANDY_CANDY,Pet Candy,Caramelle per Animali Domestici
UI_SHININGDICE_BINDING,#cffff0000The resulting Shining Power Dice will be Binding as well.#nc,#cffff0000I Dadi del Potere Splendente risultanti saranno anch'essi Legati.#nc
UI_TOOLTIP_DURATION,Duration:,Durata:
UI_TOOLTIP_DURATION_ONLINE,(Online),(Online)
UI_TOOLTIP_DURATION_OFFLINE,(Offline counted),(Offline conteggiato)
UI_TOOLTIP_DURATION_EQUIP,(After first use),(Dopo il primo utilizzo)
UI_TOOLTIP_DURATION_VENDOR,Shop Time:,Tempo Negozio:
UI_TOOLTIP_VISUAL_CLOAK,Can be worn over another cloak.,Can be worn over another cloak.
UI_MESSAGE_ADMINCLIENT,Only Game Masters can login. Please use the public client to play.,Only Game Masters can login. Please use the public client to play.
UI_CONVERTWEAP_WEAPON,Weapon,Weapon
UI_CONVERTWEAP_WEAPON_TIP,Place a General Weapon in the window to upgrade it to a Unique Weapon.,Place a General Weapon in the window to upgrade it to a Unique Weapon.
UI_CONVERTWEAP_DICE,Shining Power Dice,Shining Power Dice
UI_CONVERTWEAP_DICE_TIP,You need to use a Shining Power Dice.,You need to use a Shining Power Dice.
UI_CONVERTWEAP_GEM,Jewel,Jewel
UI_CONVERTWEAP_GEM_TIP,Please use the correct Jewels.,Please use the correct Jewels.
UI_TRANSMUTE_TITLE,Wardrobe,Wardrobe
UI_TRANSMUTE_DESTROY,"This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?","This procedure will make your item account-linked, only removable with a Revert Transmutation Scroll. Are you sure you want to continue?"
UI_TRANSMUTE_PRIMARY,Primary Item,Primary Item
UI_TRANSMUTE_HEADER,You have #b%d#nb Wardrobe items.,You have #b%d#nb Wardrobe items.
UI_TRANSMUTE_INFO,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.,Add more items to your wardrobe by using \na #bScroll of Transmutation#nb on an item.
UI_TRANSMUTE_OUTPUT,Output,Output
UI_TRANSMUTE_PRIMARY_TIP,Place an item to add a visual transmutation to.,Place an item to add a visual transmutation to.
UI_TRANSMUTE_SACRIFICE_TIP,Place an item to sacrifice for the appearance.,Place an item to sacrifice for the appearance.
UI_TELEPORT_BTN,Let's go!,Andiamo!
UI_TELEPORT_WHERE,Where do you want to go?,Dove vuoi andar?
UI_CASHSHOP_BONUS,Bonus,Bonus
UI_CASHSHOP_TOTAL,Total,Totale
UI_CASHSHOP_FRAME_TITLE,Top-Up,Top-Up
UI_CASHSHOP_MINIMIZE,Minimize,Minimize
UI_GACHA_DESC_SELECT,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.,Please select which item you want to receive and then press Open. You can only receive #bone item#nb.
UI_CASHSHOP_CASHBACK_DESC,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.,#b[Server Group Purchase Event]#nb\nYou will get back a % of the fCoins spent on this product depending on how many products have been purchased on this server during the event period! Check our website for more information.
UI_CASHSHOP_CASHBACK_CURRENT,Server Purchases: %d = #b%d%% fCoins Back#nb,Server Purchases: %d = #b%d%% fCoins Back#nb
UI_CASHSHOP_CASHBACK_STEP,%d purchases: %d%% fCoins Back,%d purchases: %d%% fCoins Back
UI_TOOLTIP_DST_BLEED_POISON_RESIST,Bleed & Poison Resist,Bleed & Poison Resist
UI_COMBATPOWER_RANKING_PRIZE,Highest ranked players per job will receive exclusive prizes! Check our website for more information.,Highest ranked players per job will receive exclusive prizes! Check our website for more information.
UI_GIANTHUNT_RANKING_TITLE,Giant Hunt Ranking,Giant Hunt Ranking
UI_GIANTHUNT_RANKING_PRIZE,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb,Highest ranked players will receive exclusive prizes! Check our website for more information.\n\nYour hunting point: #b%d#nb
UI_GIANTHUNT_RANKING_POS,(Top %d%%),(Top %d%%)
